             (-0.94578241217797554,0.0000000000000000)
             (-0.52438312337419946,0.0000000000000000)
             (-0.94578242359709519,0.0000000000000000)
             (-0.20216925244817929,0.0000000000000000)
             (-0.64674293468556110,0.0000000000000000)
             (-0.94578238137407522,0.0000000000000000)
        (-7.94909620513926107E-002,0.0000000000000000)
             (-0.30428725494101677,0.0000000000000000)
             (-0.70496624975411837,0.0000000000000000)
             (-0.94578228630043404,0.0000000000000000)
        (-7.94909620513926107E-002,0.0000000000000000)
             (-0.30428725494101677,0.0000000000000000)
             (-0.70496624975411837,0.0000000000000000)
             (-0.94578228630043404,0.0000000000000000)
             (-0.94578228630043404,0.0000000000000000)
        (-2.78706128003433987E-002,0.0000000000000000)
             (-0.11298407022236674,0.0000000000000000)
             (-0.31928932968493606,0.0000000000000000)
             (-0.66905475149964799,0.0000000000000000)
             (-0.66905475149964799,0.0000000000000000)
             (-0.94578203096122793,0.0000000000000000)
   (4.08993057888346802E-019,3.33968176381887636E-003)
   (8.80453972055838085E-019,7.18945231758404569E-003)
   (5.22948046291583765E-019,4.27019495892821954E-003)
   (1.21708498672206226E-019,9.93825398325196008E-004)
   (1.21708498672206226E-019,9.93825398325196008E-004)
   (1.37227292038954717E-020,1.12054627732106389E-004)
       (-0.94578234757105906,1.15824932464296674E-016)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
        (-8.67581200673250105E-017,0.0000000000000000)
  (2.72880199303529515E-034,-2.22823595742959962E-018)
             (-0.94578237528175668,0.0000000000000000)
         (1.85969296276451181E-002,0.0000000000000000)
              (0.26546683004944349,0.0000000000000000)
              (0.69581160678894938,0.0000000000000000)
              (0.59015166233251937,0.0000000000000000)
              (0.59015166233251937,0.0000000000000000)
              (0.27296186410839113,0.0000000000000000)
  (-4.46833965758082018E-019,3.64867627641807767E-003)
         (2.22044604408357318E-016,0.0000000000000000)
             (-0.94578239085283122,0.0000000000000000)
   (5.87022309849333373E-020,4.79340092783152338E-004)
   (2.09503524765286586E-019,1.71072611342628278E-003)
   (3.81074706288330340E-019,3.11171119446186292E-003)
   (2.93296278638463307E-019,2.39494607299544238E-003)
   (2.93296278638463307E-019,2.39494607299544238E-003)
   (7.30423593977606804E-020,5.96436340714787214E-004)
       (-0.44208805182721772,5.41401717611491566E-017)
               (0.0000000000000000,0.0000000000000000)
 (-3.49871401558899872E-019,-2.85691684270089792E-003)
       (-0.94578215171092939,1.15824908478348603E-016)
               (0.0000000000000000,0.0000000000000000)
        (-5.57950478458416807E-017,0.0000000000000000)
         (1.24711297771943056E-016,0.0000000000000000)
         (1.57096513636584546E-016,0.0000000000000000)
         (1.57096513636584546E-016,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
             (-0.44208807352471907,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
             (-0.94578229458805918,0.0000000000000000)
         (2.66919254418393481E-003,0.0000000000000000)
         (6.31676842138332861E-002,0.0000000000000000)
              (0.50704125607635386,0.0000000000000000)
               (1.4221628718063373,0.0000000000000000)
               (1.4221628718063373,0.0000000000000000)
               (1.4529021009017806,0.0000000000000000)
  (-3.49871401558899872E-019,5.54092605051214595E-004)
               (0.0000000000000000,0.0000000000000000)
             (-0.44208805103034993,0.0000000000000000)
  (-4.46833895139647828E-019,3.64867592192158301E-003)
               (0.0000000000000000,0.0000000000000000)
             (-0.94578230258838536,0.0000000000000000)
        (-1.37980910456994361E-023,0.0000000000000000)
        (-5.42733032261140764E-007,0.0000000000000000)
        (-6.25907758278112201E-003,0.0000000000000000)
        (-2.99235042668653389E-002,0.0000000000000000)
        (-2.99235042668653389E-002,0.0000000000000000)
        (-2.19271196268428156E-002,0.0000000000000000)
  (8.74757247083150718E-023,-1.27826111414068434E-005)
         (4.98021618682122080E-003,0.0000000000000000)
         (7.11796322720489438E-005,0.0000000000000000)
  (2.06024708298260727E-022,-1.55226765475455003E-004)
         (6.04776943930805805E-002,0.0000000000000000)
         (8.64376110621547112E-004,0.0000000000000000)
             (-0.94578241217797554,0.0000000000000000)
        (-5.42733032261140764E-007,0.0000000000000000)
        (-3.40380869032917829E-004,0.0000000000000000)
        (-3.45376934035029615E-002,0.0000000000000000)
             (-0.12024634314581545,0.0000000000000000)
             (-0.12024634314581545,0.0000000000000000)
        (-8.91606203833378297E-002,0.0000000000000000)
  (4.48116981410083052E-021,-9.87518273240286517E-005)
         (3.84745687097093059E-002,0.0000000000000000)
         (3.64636044628630866E-003,0.0000000000000000)
  (5.19893678609584355E-021,-5.90722546872971075E-004)
              (0.23015063046678225,0.0000000000000000)
         (2.18121270295738197E-002,0.0000000000000000)
             (-0.52438312337419946,0.0000000000000000)
             (-0.94578242359709519,0.0000000000000000)
        (-6.25907758278112201E-003,0.0000000000000000)
        (-3.45376934035029615E-002,0.0000000000000000)
             (-0.15681993489990353,0.0000000000000000)
             (-0.32516370018125468,0.0000000000000000)
             (-0.32516370018125468,0.0000000000000000)
             (-0.25487496787863456,0.0000000000000000)
  (9.19453966595676152E-020,-4.59149590105408499E-004)
              (0.17888866099150322,0.0000000000000000)
         (7.48166341632136161E-002,0.0000000000000000)
  (5.08694758503660532E-020,-1.30977514496716848E-003)
              (0.51029977039681296,0.0000000000000000)
              (0.21342277389486097,0.0000000000000000)
             (-0.20216925244817929,0.0000000000000000)
             (-0.64674293468556110,0.0000000000000000)
             (-0.94578238137407522,0.0000000000000000)
        (-2.99235042668653389E-002,0.0000000000000000)
             (-0.12024634314581545,0.0000000000000000)
             (-0.32516370018125468,0.0000000000000000)
             (-0.57762912664854049,0.0000000000000000)
             (-0.57762912664854049,0.0000000000000000)
             (-0.55146873404140873,0.0000000000000000)
  (3.11713098394399616E-019,-4.27139455366551423E-004)
              (0.16641721619588459,0.0000000000000000)
              (0.25364320539320051,0.0000000000000000)
  (1.99780638458416661E-019,-1.41150787679465792E-003)
              (0.54993570555468807,0.0000000000000000)
              (0.83817924682071743,0.0000000000000000)
        (-7.94909620513926107E-002,0.0000000000000000)
             (-0.30428725494101677,0.0000000000000000)
             (-0.70496624975411837,0.0000000000000000)
             (-0.94578228630043404,0.0000000000000000)
        (-2.99235042668653389E-002,0.0000000000000000)
             (-0.12024634314581545,0.0000000000000000)
             (-0.32516370018125468,0.0000000000000000)
             (-0.57762912664854049,0.0000000000000000)
             (-0.57762912664854049,0.0000000000000000)
             (-0.55146873404140873,0.0000000000000000)
  (3.11713098394399616E-019,-4.27139455366551423E-004)
              (0.16641721619588459,0.0000000000000000)
              (0.25364320539320051,0.0000000000000000)
  (1.99780638458416661E-019,-1.41150787679465792E-003)
              (0.54993570555468807,0.0000000000000000)
              (0.83817924682071743,0.0000000000000000)
        (-7.94909620513926107E-002,0.0000000000000000)
             (-0.30428725494101677,0.0000000000000000)
             (-0.70496624975411837,0.0000000000000000)
             (-0.94578228630043404,0.0000000000000000)
             (-0.94578228630043404,0.0000000000000000)
        (-2.19271196268428156E-002,0.0000000000000000)
        (-8.91606203833378297E-002,0.0000000000000000)
