         (4.92162777841931158E-008,0.0000000000000000)
         (5.64875886390231922E-008,0.0000000000000000)
         (6.83662647072558578E-008,0.0000000000000000)
         (6.29085110415492398E-008,0.0000000000000000)
         (8.07814383092266501E-008,0.0000000000000000)
         (1.03957434968364271E-007,0.0000000000000000)
         (6.65433249175764581E-008,0.0000000000000000)
         (8.89493408023161461E-008,0.0000000000000000)
         (1.23390737992720412E-007,0.0000000000000000)
         (1.60479900720521085E-007,0.0000000000000000)
         (6.82897904684331657E-008,0.0000000000000000)
         (9.32557095861890862E-008,0.0000000000000000)
         (1.35735252274481985E-007,0.0000000000000000)
         (1.90949962668146279E-007,0.0000000000000000)
         (2.49822690818829463E-007,0.0000000000000000)
         (6.90534851794259193E-008,0.0000000000000000)
         (9.52293103215646614E-008,0.0000000000000000)
         (1.42047588201066183E-007,0.0000000000000000)
         (2.09845187344002606E-007,0.0000000000000000)
         (2.97400454102566222E-007,0.0000000000000000)
         (3.89543828031171337E-007,0.0000000000000000)
         (6.93807572300037067E-008,0.0000000000000000)
         (9.60932100906256628E-008,0.0000000000000000)
         (1.44963590106784539E-007,0.0000000000000000)
         (2.19605546834522068E-007,0.0000000000000000)
         (3.27340069007462576E-007,0.0000000000000000)
         (4.65402131828536262E-007,0.0000000000000000)
         (6.14940017123836887E-007,0.0000000000000000)
         (6.95158889953941984E-008,0.0000000000000000)
         (9.64531957078593752E-008,0.0000000000000000)
         (1.46208453834857468E-007,0.0000000000000000)
         (2.24007080667046706E-007,0.0000000000000000)
         (3.42477901570890826E-007,0.0000000000000000)
         (5.12291602165774490E-007,0.0000000000000000)
         (7.37421396074369946E-007,0.0000000000000000)
         (9.82818549473391877E-007,0.0000000000000000)
         (6.95724325696728835E-008,0.0000000000000000)
         (9.66044083889037365E-008,0.0000000000000000)
         (1.46736743530382140E-007,0.0000000000000000)
         (2.25921019593535300E-007,0.0000000000000000)
         (3.49436759738624463E-007,0.0000000000000000)
         (5.36492524725086837E-007,0.0000000000000000)
         (8.15499709333174342E-007,0.0000000000000000)
         (1.19344288631740994E-006,0.0000000000000000)
         (1.63803951211501056E-006,0.0000000000000000)
         (6.95956054542966779E-008,0.0000000000000000)
         (9.66664755159378426E-008,0.0000000000000000)
         (1.46954536409623299E-007,0.0000000000000000)
         (2.26718295769484477E-007,0.0000000000000000)
         (3.52408542707971759E-007,0.0000000000000000)
         (5.47430721397785089E-007,0.0000000000000000)
         (8.55411971652896607E-007,0.0000000000000000)
