             (1.00000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,3.00000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,4.00000000)  0.44452708871258212        0.0000000000000000     
             (1.00000000,5.00000000)   2.2345945008365952E-010   0.0000000000000000     
             (1.00000000,6.00000000)   6.4071026701548822E-002   0.0000000000000000     
             (1.00000000,7.00000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,8.00000000)  0.96634594671292739        0.0000000000000000     
             (1.00000000,9.00000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,10.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,11.0000000)   1.2214253323419628        0.0000000000000000     
             (1.00000000,12.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,13.0000000)  0.11980096428744881        0.0000000000000000     
             (1.00000000,14.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,15.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,16.0000000)  0.30260761916072149        0.0000000000000000     
             (1.00000000,17.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,18.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,19.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,20.0000000)  0.55197705448241430        0.0000000000000000     
             (1.00000000,21.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,22.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,23.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,24.0000000)  0.42550586527356593        0.0000000000000000     
             (1.00000000,25.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,26.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,27.0000000)   0.0000000000000000        7.8920532667576876E-004
             (1.00000000,28.0000000)   0.0000000000000000        3.8862093883991266E-004
             (1.00000000,29.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,30.0000000)   0.0000000000000000        0.0000000000000000     
             (1.00000000,31.0000000)   0.0000000000000000        0.0000000000000000     
