             (1.00000000,1.00000000)  -1.6766454891126159E-009   0.0000000000000000     
             (1.00000000,2.00000000)  -2.0422161739475087E-009   0.0000000000000000     
             (2.00000000,1.00000000)  -2.0422161739475087E-009   0.0000000000000000     
             (2.00000000,2.00000000)  -3.2756739543060576E-009   0.0000000000000000     
             (2.00000000,3.00000000)  -4.0231027398363040E-009   0.0000000000000000     
             (3.00000000,1.00000000)  -1.8658907752211462E-009   0.0000000000000000     
             (3.00000000,2.00000000)  -4.0231027398363040E-009   0.0000000000000000     
             (3.00000000,3.00000000)  -7.4474333366936207E-009   0.0000000000000000     
             (3.00000000,4.00000000)  -9.1463911999767333E-009   0.0000000000000000     
             (4.00000000,1.00000000)  -1.2843449637145454E-009   0.0000000000000000     
             (4.00000000,2.00000000)  -3.4070448684531129E-009   0.0000000000000000     
             (4.00000000,3.00000000)  -9.1463911999767333E-009   0.0000000000000000     
             (4.00000000,4.00000000)  -1.7885591674371426E-008   0.0000000000000000     
             (4.00000000,5.00000000)  -2.1965346874708302E-008   0.0000000000000000     
             (5.00000000,1.00000000)  -7.5625161688464004E-010   0.0000000000000000     
             (5.00000000,2.00000000)  -2.2361248408486745E-009   0.0000000000000000     
             (5.00000000,3.00000000)  -7.5863013648813649E-009   0.0000000000000000     
             (5.00000000,4.00000000)  -2.1965346874708302E-008   0.0000000000000000     
             (5.00000000,5.00000000)  -4.3007435834852004E-008   0.0000000000000000     
             (5.00000000,6.00000000)  -5.2814296935821403E-008   0.0000000000000000     
             (6.00000000,1.00000000)  -4.1286199459200645E-010   0.0000000000000000     
             (6.00000000,2.00000000)  -1.2837263474452243E-009   0.0000000000000000     
             (6.00000000,3.00000000)  -4.9114476929901230E-009   0.0000000000000000     
             (6.00000000,4.00000000)  -1.8184648453711816E-008   0.0000000000000000     
             (6.00000000,5.00000000)  -5.2814296935821403E-008   0.0000000000000000     
             (6.00000000,6.00000000)  -1.0379894632706055E-007   0.0000000000000000     
             (6.00000000,7.00000000)  -1.2745407218517357E-007   0.0000000000000000     
             (7.00000000,1.00000000)  -2.1735076238815765E-010   0.0000000000000000     
             (7.00000000,2.00000000)  -6.9078265330091426E-010   0.0000000000000000     
             (7.00000000,3.00000000)  -2.7923736656276787E-009   0.0000000000000000     
             (7.00000000,4.00000000)  -1.1722186776808030E-008   0.0000000000000000     
             (7.00000000,5.00000000)  -4.3569091445760932E-008   0.0000000000000000     
             (7.00000000,6.00000000)  -1.2745407218517357E-007   0.0000000000000000     
             (7.00000000,7.00000000)  -2.5194916020154778E-007   0.0000000000000000     
             (7.00000000,8.00000000)  -3.0938608119868150E-007   0.0000000000000000     
             (8.00000000,1.00000000)  -1.1312768777305138E-010   0.0000000000000000     
             (8.00000000,2.00000000)  -3.6285788262979679E-010   0.0000000000000000     
             (8.00000000,3.00000000)  -1.5017818100204749E-009   0.0000000000000000     
             (8.00000000,4.00000000)  -6.6721175251416298E-009   0.0000000000000000     
             (8.00000000,5.00000000)  -2.8084393477456615E-008   0.0000000000000000     
             (8.00000000,6.00000000)  -1.0505184633302633E-007   0.0000000000000000     
             (8.00000000,7.00000000)  -3.0938608119868150E-007   0.0000000000000000     
             (8.00000000,8.00000000)  -6.0962344150539138E-007   0.0000000000000000     
             (8.00000000,9.00000000)  -7.4860702170553850E-007   0.0000000000000000     
             (9.00000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (9.00000000,2.00000000)  -1.8858495320905888E-010   0.0000000000000000     
             (9.00000000,3.00000000)  -7.8828144012277335E-010   0.0000000000000000     
             (9.00000000,4.00000000)  -3.5886300597809395E-009   0.0000000000000000     
             (9.00000000,5.00000000)  -1.5981663992192807E-008   0.0000000000000000     
             (9.00000000,6.00000000)  -6.7702735861985275E-008   0.0000000000000000     
             (9.00000000,7.00000000)  -2.5535342729199328E-007   0.0000000000000000     
             (9.00000000,8.00000000)  -7.4860702170553850E-007   0.0000000000000000     
             (9.00000000,9.00000000)  -1.4742772691533901E-006   0.0000000000000000     
             (9.00000000,10.0000000)  -1.8101733303410583E-006   0.0000000000000000     
             (10.0000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (10.0000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (10.0000000,3.00000000)  -4.0771477860523930E-010   0.0000000000000000     
             (10.0000000,4.00000000)  -1.8753250063952009E-009   0.0000000000000000     
             (10.0000000,5.00000000)  -8.5576656871921841E-009   0.0000000000000000     
             (10.0000000,6.00000000)  -3.8366810173329213E-008   0.0000000000000000     
             (10.0000000,7.00000000)  -1.6412580805535981E-007   0.0000000000000000     
             (10.0000000,8.00000000)  -6.1659403627345455E-007   0.0000000000000000     
             (10.0000000,9.00000000)  -1.8101733303410583E-006   0.0000000000000000     
             (10.0000000,10.0000000)  -3.5862196909874910E-006   0.0000000000000000     
             (10.0000000,11.0000000)  -4.4040198190486990E-006   0.0000000000000000     
             (11.0000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (11.0000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (11.0000000,3.00000000)  -2.1129044347478754E-010   0.0000000000000000     
             (11.0000000,4.00000000)  -9.7597974146879096E-010   0.0000000000000000     
             (11.0000000,5.00000000)  -4.4990327019434062E-009   0.0000000000000000     
             (11.0000000,6.00000000)  -2.0662815458649675E-008   0.0000000000000000     
             (11.0000000,7.00000000)  -9.3525208910705260E-008   0.0000000000000000     
             (11.0000000,8.00000000)  -3.9785035710337979E-007   0.0000000000000000     
             (11.0000000,9.00000000)  -1.4926271205695230E-006   0.0000000000000000     
             (11.0000000,10.0000000)  -4.4040198190486990E-006   0.0000000000000000     
             (11.0000000,11.0000000)  -8.6502677731914446E-006   0.0000000000000000     
             (11.0000000,12.0000000)  -1.0622501577017829E-005   0.0000000000000000     
             (12.0000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (12.0000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (12.0000000,3.00000000)  -1.0914392306604626E-010   0.0000000000000000     
             (12.0000000,4.00000000)  -5.0504134208040341E-010   0.0000000000000000     
             (12.0000000,5.00000000)  -2.3380004599005133E-009   0.0000000000000000     
             (12.0000000,6.00000000)  -1.0847630349530846E-008   0.0000000000000000     
             (12.0000000,7.00000000)  -5.0311307120409765E-008   0.0000000000000000     
             (12.0000000,8.00000000)  -2.2647738262548955E-007   0.0000000000000000     
             (12.0000000,9.00000000)  -9.6250118986063171E-007   0.0000000000000000     
             (12.0000000,10.0000000)  -3.6399444525159197E-006   0.0000000000000000     
             (12.0000000,11.0000000)  -1.0622501577017829E-005   0.0000000000000000     
             (12.0000000,12.0000000)  -2.0905779820168391E-005   0.0000000000000000     
             (12.0000000,13.0000000)  -2.5680215912871063E-005   0.0000000000000000     
             (13.0000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (13.0000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (13.0000000,3.00000000)   0.0000000000000000        0.0000000000000000     
             (13.0000000,4.00000000)  -2.6916105455576655E-010   0.0000000000000000     
             (13.0000000,5.00000000)  -1.2481597977398451E-009   0.0000000000000000     
             (13.0000000,6.00000000)  -5.8149591808387413E-009   0.0000000000000000     
             (13.0000000,7.00000000)  -2.7239526190214747E-008   0.0000000000000000     
             (13.0000000,8.00000000)  -1.2555007344872138E-007   0.0000000000000000     
             (13.0000000,9.00000000)  -5.6364774536632467E-007   0.0000000000000000     
             (13.0000000,10.0000000)  -2.4078719889075728E-006   0.0000000000000000     
             (13.0000000,11.0000000)  -8.9127024693880230E-006   0.0000000000000000     
             (13.0000000,12.0000000)  -2.5680215912871063E-005   0.0000000000000000     
             (13.0000000,13.0000000)  -4.8460602556588128E-005   0.0000000000000000     
             (13.0000000,14.0000000)  -5.9043399232905358E-005   0.0000000000000000     
             (14.0000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (14.0000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (14.0000000,3.00000000)   0.0000000000000000        0.0000000000000000     
             (14.0000000,4.00000000)  -1.6259288360132018E-010   0.0000000000000000     
             (14.0000000,5.00000000)  -7.5445760749914825E-010   0.0000000000000000     
             (14.0000000,6.00000000)  -3.5202760706454228E-009   0.0000000000000000     
             (14.0000000,7.00000000)  -1.6551826576005624E-008   0.0000000000000000     
             (14.0000000,8.00000000)  -7.6972419549292681E-008   0.0000000000000000     
             (14.0000000,9.00000000)  -3.5294877420710691E-007   0.0000000000000000     
             (14.0000000,10.0000000)  -1.5841303593333578E-006   0.0000000000000000     
             (14.0000000,11.0000000)  -6.5248423197772354E-006   0.0000000000000000     
             (14.0000000,12.0000000)  -2.3112741473596543E-005   0.0000000000000000     
             (14.0000000,13.0000000)  -5.9043399232905358E-005   0.0000000000000000     
             (14.0000000,14.0000000)  -9.4957591500133276E-005   0.0000000000000000     
             (14.0000000,15.0000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,3.00000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,4.00000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,5.00000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,6.00000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,7.00000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,8.00000000)  -1.7341177105389960E-010   0.0000000000000000     
             (15.0000000,9.00000000)  -2.6817187359640116E-010   0.0000000000000000     
             (15.0000000,10.0000000)  -2.4624224881364398E-010   0.0000000000000000     
             (15.0000000,11.0000000)  -1.6640941402634724E-010   0.0000000000000000     
             (15.0000000,12.0000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,13.0000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,14.0000000)   0.0000000000000000        0.0000000000000000     
             (15.0000000,15.0000000)  -5.1767773356914404E-007   0.0000000000000000     
             (15.0000000,16.0000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,3.00000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,4.00000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,5.00000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,6.00000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,7.00000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,8.00000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,9.00000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,10.0000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,11.0000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,12.0000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,13.0000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,14.0000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,15.0000000)   0.0000000000000000        0.0000000000000000     
             (16.0000000,16.0000000)  -5.1767779041256290E-007   0.0000000000000000     
             (16.0000000,17.0000000)   0.0000000000000000        0.0000000000000000     
             (17.0000000,1.00000000)   4.8654907132817937E-005  -1.2871054561793505E-010
             (17.0000000,2.00000000)   1.5588090466727206E-004  -4.0982400902589801E-010
             (17.0000000,3.00000000)   6.4323324087871563E-004  -1.6640737029045601E-009
             (17.0000000,4.00000000)   2.8370542878703854E-003  -7.0493148539346908E-009
             (17.0000000,5.00000000)   1.1746743930312888E-002  -2.6478364788126793E-008
             (17.0000000,6.00000000)   4.2441382638196794E-002  -7.5255551143663652E-008
             (17.0000000,7.00000000)  0.11738456907913715       -1.0791200053990540E-007
             (17.0000000,8.00000000)  0.21221302114276300        4.6085479069082388E-008
             (17.0000000,9.00000000)  0.23978872885519223        3.0660559814131795E-007
             (17.0000000,10.0000000)  0.18648216923359287        3.7125607257321297E-007
             (17.0000000,11.0000000)  0.11671738225234597        2.7567227347777271E-007
             (17.0000000,12.0000000)   6.5502186431226600E-002   1.6597540246142221E-007
             (17.0000000,13.0000000)   3.6093950709018996E-002   9.4071076227704208E-008
             (17.0000000,14.0000000)   2.2078083155464369E-002   5.8146925139752135E-008
             (17.0000000,15.0000000)  -2.8376196988410919E-005  -3.6486762471313835E-003
             (17.0000000,16.0000000)   0.0000000000000000        0.0000000000000000     
             (17.0000000,17.0000000)  -1.5530332575508510E-006   0.0000000000000000     
             (17.0000000,18.0000000)  -3.2780646522449497E-005  -4.2150104087815936E-003
             (18.0000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (18.0000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (18.0000000,3.00000000)   0.0000000000000000        0.0000000000000000     
             (18.0000000,4.00000000)   0.0000000000000000        0.0000000000000000     
             (18.0000000,5.00000000)   0.0000000000000000        0.0000000000000000     
             (18.0000000,6.00000000)   0.0000000000000000        0.0000000000000000     
             (18.0000000,7.00000000)   0.0000000000000000        0.0000000000000000     
             (18.0000000,8.00000000)  -2.1645293890593109E-010   0.0000000000000000     
             (18.0000000,9.00000000)  -5.0196324874463016E-010   0.0000000000000000     
             (18.0000000,10.0000000)  -6.2265931299876343E-010   0.0000000000000000     
             (18.0000000,11.0000000)  -4.9756088138508403E-010   0.0000000000000000     
             (18.0000000,12.0000000)  -3.1300145808543789E-010   0.0000000000000000     
             (18.0000000,13.0000000)  -1.8100505816409651E-010   0.0000000000000000     
             (18.0000000,14.0000000)  -1.1276471423293799E-010   0.0000000000000000     
             (18.0000000,15.0000000)  -5.9802977148137870E-007   0.0000000000000000     
             (18.0000000,16.0000000)   0.0000000000000000        0.0000000000000000     
             (18.0000000,17.0000000)  -3.2780646522449280E-005   4.2150104087815936E-003
             (18.0000000,18.0000000)  -8.9715467765927315E-007   0.0000000000000000     
             (18.0000000,19.0000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,1.00000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,2.00000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,3.00000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,4.00000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,5.00000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,6.00000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,7.00000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,8.00000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,9.00000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,10.0000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,11.0000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,12.0000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,13.0000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,14.0000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,15.0000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,16.0000000)  -5.9802982832479756E-007   0.0000000000000000     
             (19.0000000,17.0000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,18.0000000)   0.0000000000000000        0.0000000000000000     
             (19.0000000,19.0000000)  -8.9715479134611087E-007   0.0000000000000000     
             (19.0000000,20.0000000)   0.0000000000000000        0.0000000000000000     
             (20.0000000,1.00000000)   2.4552764443797059E-005   0.0000000000000000     
             (20.0000000,2.00000000)   7.8917724580836320E-005  -2.0859496894009164E-010
             (20.0000000,3.00000000)   3.2839105057582942E-004  -8.5996644899923562E-010
             (20.0000000,4.00000000)   1.4784408226538057E-003  -3.7825633553665332E-009
