             (1.00000000,1.00000000)   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
             (1.00000000,2.00000000)   0.0000000000000000        0.0000000000000000        1.1058148885467745E-007  -1.1058148885467745E-007
             (1.00000000,3.00000000)   0.0000000000000000        0.0000000000000000        1.6937850944032107E-007  -1.6937850944032107E-007
             (1.00000000,4.00000000)   8.2750833826139569E-005   8.2750833826139569E-005   0.0000000000000000        0.0000000000000000     
             (1.00000000,5.00000000)   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
             (1.00000000,6.00000000)   0.0000000000000000        0.0000000000000000        1.4582192875423061E-007  -1.4582192875423061E-007
             (1.00000000,7.00000000)   1.1987364996457472E-004   1.1987364996457472E-004   0.0000000000000000        0.0000000000000000     
             (1.00000000,8.00000000)   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
             (1.00000000,9.00000000)   0.0000000000000000        0.0000000000000000       -4.3555189677135786E-008   4.3555189677135786E-008
             (1.00000000,10.0000000)   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
             (1.00000000,11.0000000)   0.0000000000000000        0.0000000000000000        4.9768022591933914E-008  -4.9768022591933914E-008
             (1.00000000,12.0000000)   0.0000000000000000        0.0000000000000000        1.3768091378096869E-007  -1.3768091378096869E-007
             (1.00000000,13.0000000)   2.0319446775829419E-005   2.0319446775829419E-005   0.0000000000000000        0.0000000000000000     
             (1.00000000,14.0000000)   0.0000000000000000        0.0000000000000000       -3.7192407376096526E-008   3.7192407376096526E-008
             (1.00000000,15.0000000)   0.0000000000000000        0.0000000000000000        5.2712469056359623E-008  -5.2712469056359623E-008
             (1.00000000,16.0000000)   6.5305510361213237E-005   6.5305510361213237E-005   0.0000000000000000        0.0000000000000000     
             (1.00000000,17.0000000)   0.0000000000000000        0.0000000000000000        6.4877880845415348E-008  -6.4877880845415348E-008
             (1.00000000,18.0000000)   0.0000000000000000        0.0000000000000000       -1.3407093213402277E-008   1.3407093213402277E-008
             (1.00000000,19.0000000)   0.0000000000000000        0.0000000000000000        5.6409703574900050E-009  -5.6409703574900050E-009
             (1.00000000,20.0000000)   0.0000000000000000        0.0000000000000000        8.7681915061921245E-009  -8.7681915061921245E-009
             (1.00000000,21.0000000)   0.0000000000000000        0.0000000000000000        1.4251373414708723E-008  -1.4251373414708723E-008
             (1.00000000,22.0000000)   0.0000000000000000        0.0000000000000000        9.1593868489781016E-008  -9.1593868489781016E-008
             (1.00000000,23.0000000)   9.2475038400152698E-006   9.2475038400152698E-006   0.0000000000000000        0.0000000000000000     
             (1.00000000,24.0000000)   0.0000000000000000        0.0000000000000000        1.2491851997253889E-008  -1.2491851997253889E-008
